THE PATH -- plan handplan, run 0, 786 landings
   187  WART FIELDS        13  WART FIELDS       bank       -         78   82.0   4.0   (  28,  81, -16)   wartblock   /full   hop      3.04  +1.0   82.60
   188  WART FIELDS        13  WART FIELDS       bank       -         78   82.0   4.0   (  29,  81, -13)   soulsand    /full   hop      3.04  +0.0   83.03
   189  WART FIELDS        13  WART FIELDS       beds       -         78   83.0   5.0   (  31,  82, -10)   wartblock   /full   hop      3.10  +1.0   83.46
   190  WART FIELDS        13  WART FIELDS       beds       -         78   83.0   5.0   (  32,  82,  -6)   soulsand    /full   hop      4.10  +0.0   84.04
   191  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  32,  83,  -3)   wartblock   /full   hop      2.88  +1.0   84.45
   192  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  32,  83,   0)   soulsand    /full   walk     2.32  +0.0   84.86
   193  WART FIELDS        13  WART FIELDS       beds       -         78   85.0   7.0   (  32,  84,   3)   wartblock   /full   hop      3.10  +1.0   85.30
   194  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  32,  83,   7)   netherbrick /full   hop      3.88  -1.0   85.84
   195  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  30,  83,  10)   wartblock   /full   hop      3.49  +0.0   86.33
   196  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  29,  83,  12)   soulsand    /full   walk     1.48  +0.0   86.60
   197  WART FIELDS        13  WART FIELDS       beds       -         78   85.0   7.0   (  28,  84,  15)   wartblock   /full   hop      3.10  +1.0   87.03
   198  WART FIELDS        13  WART FIELDS       beds       -         78   84.0   6.0   (  26,  83,  19)   netherbrick /full   hop      4.35  -1.0   87.65
   199  WART FIELDS        13  WART FIELDS       ascent     approa    78   84.0   6.0   (  24,  83,  21)   netherbrick /full   hop      2.71  +0.0   88.03
   200  WART FIELDS        13  WART FIELDS       ascent     approa    78   84.0   6.0   (  22,  83,  23)   netherbrick /full   hop      2.71  +0.0   88.41
   201  WART FIELDS        13  WART FIELDS       ascent     approa    78   84.0   6.0   (  20,  83,  25)   netherbrick /full   hop      2.71  +0.0   88.79
   202  WART FIELDS        13  WART FIELDS       ascent     stair     78   85.0   7.0   (  18,  84,  26)   wartblock   /full   hop      2.12  +1.0   89.09
   203  ECHO SHAFT         14  WART FIELDS       ascent     crossi    84   84.0   0.0   (  15,  83,  29)   sculk       /floor  hop      4.12  -1.0   89.67
   204  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   85.0   1.0   (  12,  84,  30)   sealantern  /full   hop      3.04  +1.0   90.10
   205  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   86.0   2.0   (   9,  85,  32)   sculk       /full   hop      3.10  +1.0   90.53
   206  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   86.0   2.0   (   6,  85,  32)   calcite     /full   walk     2.32  +0.0   90.95
   207  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   87.0   3.0   (   3,  86,  33)   calcite     /full   hop      3.09  +1.0   91.38
   208  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   86.0   2.0   (  -2,  85,  34)   deepslate   /full   hop      4.98  -1.0   92.08
   209  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   87.0   3.0   (  -5,  86,  33)   calcite     /full   hop      3.04  +1.0   92.51
   210  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   88.0   4.0   (  -8,  87,  33)   deepslate   /full   hop      2.88  +1.0   92.92
   211  ECHO SHAFT         14  ECHO SHAFT        shafthead  -         84   89.0   5.0   ( -11,  88,  33)   deepslate   /full   hop      2.88  +1.0   93.32
   212  ECHO SHAFT         14  ECHO SHAFT        landmark   -         84   89.0   5.0   ( -14,  88,  31)   deepslate   /full   hop      3.49  +0.0   93.82
   213  ECHO SHAFT         14  ECHO SHAFT        drip       -         84   90.0   6.0   ( -16,  89,  28)   deepslate   /full   hop      3.10  +1.0   94.25
   214  ECHO SHAFT         14  ECHO SHAFT        drip       -         84   90.0   6.0   ( -18,  89,  27)   calcite     /full   walk     1.48  +0.0   94.51
   215  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   90.0   6.0   ( -21,  89,  25)   calcite     /full   hop      3.86  +0.0   95.06
   216  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   90.0   6.0   ( -23,  89,  23)   sculk       /full   walk     1.87  +0.0   95.39
   217  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   91.0   7.0   ( -25,  90,  21)   deepslate   /full   hop      3.10  +1.0   95.83
   218  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   91.0   7.0   ( -27,  90,  19)   sculk       /full   walk     1.87  +0.0   96.16
   219  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   92.0   8.0   ( -28,  91,  16)   sealantern  /full   hop      3.09  +1.0   96.60
   220  ECHO SHAFT         14  ECHO SHAFT        ledges     -         84   90.0   6.0   ( -30,  89,  13)   calcite     /full   hop      3.49  -2.0   97.09
   221  ECHO SHAFT         14  ECHO SHAFT        ascent     design    84   90.0   6.0   ( -31,  89,  10)   calcite     /full   hop      3.04  +0.0   97.51
   222  ECHO SHAFT         14  ECHO SHAFT        ascent     design    84   91.0   7.0   ( -32,  90,   7)   deepslate   /full   hop      3.04  +1.0   97.94
   223  ECHO SHAFT         14  ECHO SHAFT        ascent     design    84   92.0   8.0   ( -32,  91,   4)   calcite     /full   hop      2.88  +1.0   98.35
   224  ECHO SHAFT         14  ECHO SHAFT        ascent     design    84   93.0   9.0   ( -33,  92,   1)   sealantern  /full   hop      2.45  +1.0   98.69
   225  THE WHITE STAIR    15  ECHO SHAFT        ascent     crossi    92   92.0   0.0   ( -34,  91,  -1)   quartz      /floor  hop      2.47  -1.0   99.04
   226  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   93.0   1.0   ( -33,  92,  -4)   lantern     /full   hop      3.04  +1.0   99.47
   227  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   94.0   2.0   ( -32,  93,  -7)   gold        /full   hop      3.04  +1.0   99.90
   228  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   95.0   3.0   ( -32,  94, -10)   calcite     /full   hop      2.88  +1.0  100.30
   229  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   95.0   3.0   ( -32,  94, -13)   deepslate   /full   walk     2.32  +0.0  100.72
   230  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   96.0   4.0   ( -30,  95, -16)   chiselled   /full   hop      3.10  +1.0  101.15
   231  THE WHITE STAIR    15  THE WHITE STAIR   sill       -         92   94.0   2.0   ( -28,  93, -21)   quartz      /full   hop      5.36  -2.0  101.91
   232  THE WHITE STAIR    15  THE WHITE STAIR   landmark   -         92   95.0   3.0   ( -29,  94, -23)   calcite     /full   hop      2.12  +1.0  102.21
   233  THE WHITE STAIR    15  THE WHITE STAIR   landmark   -         92   95.0   3.0   ( -27,  94, -26)   gold        /full   hop      3.49  +0.0  102.70
   234  THE WHITE STAIR    15  THE WHITE STAIR   landmark   -         92   95.0   3.0   ( -24,  94, -28)   calcite     /full   hop      3.49  +0.0  103.19
   235  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   95.0   3.0   ( -20,  94, -28)   calcite     /full   hop      3.88  +0.0  103.74
   236  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   95.5   3.5   ( -18,  95, -29)   quartz      /slab   walk     1.48  +0.5  104.01
   237  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   96.0   4.0   ( -15,  95, -31)   gold        /full   hop      3.78  +0.5  104.55
   238  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   96.0   4.0   ( -13,  95, -32)   calcite     /full   walk     1.48  +0.0  104.81
   239  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   97.0   5.0   ( -10,  96, -33)   chiselled   /full   hop      2.45  +1.0  105.15
   240  THE WHITE STAIR    15  THE WHITE STAIR   colonnade  -         92   95.0   3.0   (  -5,  94, -34)   deepslate   /full   hop      5.34  -2.0  105.90
   241  THE WHITE STAIR    15  THE WHITE STAIR   basin      -         92   95.0   3.0   (  -2,  94, -34)   calcite     /full   hop      2.88  +0.0  106.31
   242  THE WHITE STAIR    15  THE WHITE STAIR   basin      -         92   95.0   3.0   (   1,  94, -34)   deepslate   /full   walk     2.32  +0.0  106.72
   243  THE WHITE STAIR    15  THE WHITE STAIR   ascent     design    92   95.0   3.0   (   4,  94, -34)   lantern     /full   hop      3.22  +0.0  107.18
   244  THE WHITE STAIR    15  THE WHITE STAIR   ascent     design    92   96.0   4.0   (   7,  95, -33)   gold        /full   hop      3.04  +1.0  107.61
   245  THE WHITE STAIR    15  THE WHITE STAIR   ascent     design    92   97.0   5.0   (  10,  96, -32)   calcite     /full   hop      3.04  +1.0  108.03
   246  THE WHITE STAIR    15  THE WHITE STAIR   ascent     design    92   98.0   6.0   (  13,  97, -31)   quartz      /full   hop      3.04  +1.0  108.46
   247  THE WHITE STAIR    15  THE WHITE STAIR   ascent     crossi    92   97.0   5.0   (  16,  96, -30)   endstone    /full   hop      3.04  -1.0  108.89
   248  THE GATE           16  THE WHITE STAIR   ascent     crossi    97   97.0   0.0   (  18,  96, -29)   endstone    /floor  hop      2.12  +0.0  109.19
   249  THE GATE           16  THE GATE          gatehouse  -         97   98.0   1.0   (  21,  97, -27)   magma       /full   hop      3.10  +1.0  109.63
   250  THE GATE           16  THE GATE          gatehouse  -         97   99.0   2.0   (  23,  98, -25)   calcite     /full   hop      2.74  +1.0  110.01
   251  THE GATE           16  THE GATE          gatehouse  -         97   99.0   2.0   (  25,  98, -23)   blackstone  /full   walk     1.87  +0.0  110.34
   252  THE GATE           16  THE GATE          gatehouse  -         97   99.0   2.0   (  27,  98, -21)   obsidian    /full   walk     1.87  +0.0  110.68
   253  THE GATE           16  THE GATE          gatehouse  -         97  100.0   3.0   (  29,  99, -18)   obsidian    /full   hop      3.10  +1.0  111.11
   254  THE GATE           16  THE GATE          gatehouse  -         97  100.0   3.0   (  30,  99, -16)   obsidian    /full   walk     1.48  +0.0  111.38
   255  THE GATE           16  THE GATE          gatehouse  -         97   99.0   2.0   (  33,  98, -12)   calcite     /full   hop      4.98  -1.0  112.08
   256  THE GATE           16  THE GATE          gatehouse  -         97  100.0   3.0   (  33,  99,  -9)   blackstone  /full   hop      2.88  +1.0  112.48
   257  THE GATE           16  THE GATE          landmark   -         97  101.0   4.0   (  33, 100,  -6)   blackstone  /full   hop      2.88  +1.0  112.89
   258  THE GATE           16  THE GATE          landmark   -         97  101.0   4.0   (  33, 100,  -3)   blackstone  /full   hop      2.88  +0.0  113.29
   259  THE GATE           16  THE GATE          landmark   -         97  101.0   4.0   (  35, 100,  -2)   blackstone  /full   hop      2.12  +0.0  113.59
   260  THE GATE           16  THE GATE          landmark   -         97  101.0   4.0   (  35, 100,   2)   obsidian    /full   hop      3.88  +0.0  114.14
   261  THE GATE           16  THE GATE          landmark   -         97  101.0   4.0   (  35, 100,   6)   blackstone  /full   hop      3.88  +0.0  114.68
   262  THE GATE           16  THE GATE          court      -         97   99.0   2.0   (  33,  98,   9)   endstone    /full   hop      3.49  -2.0  115.18
   263  THE GATE           16  THE GATE          court      -         97   99.0   2.0   (  33,  98,  12)   obsidian    /full   walk     2.32  +0.0  115.59
   264  THE GATE           16  THE GATE          court      -         97  100.0   3.0   (  31,  99,  15)   blackstone  /full   hop      3.10  +1.0  116.03
   265  THE GATE           16  THE GATE          court      -         97  101.0   4.0   (  30, 100,  18)   magma       /full   hop      3.10  +1.0  116.46
   266  THE GATE           16  THE GATE          causeway   -         97  101.0   4.0   (  27, 100,  21)   endstone    /full   hop      4.12  +0.0  117.04
   267  THE GATE           16  THE GATE          ascent     approa    97  101.0   4.0   (  25, 100,  23)   blackstone  /full   hop      2.71  +0.0  117.42
   268  THE GATE           16  THE GATE          ascent     approa    97  101.0   4.0   (  23, 100,  25)   blackstone  /full   hop      2.71  +0.0  117.81
   269  THE GATE           16  THE GATE          ascent     approa    97  101.0   4.0   (  20, 100,  27)   blackstone  /full   hop      3.49  +0.0  118.30
   270  THE GATEHOUSE      17  THE GATE          ascent     crossi   101  101.0   0.0   (  17, 100,  30)   grass       /floor  hop      4.12  +0.0  118.88
   271  THE GATEHOUSE      17  THE GATEHOUSE     gate       -        101  102.0   1.0   (  14, 101,  32)   lantern     /full   hop      3.10  +1.0  119.31
   272  THE GATEHOUSE      17  THE GATEHOUSE     gate       -        101  103.0   2.0   (  11, 102,  33)   cobble      /full   hop      3.07  +1.0  119.75
   273  THE GATEHOUSE      17  THE GATEHOUSE     gate       -        101  103.0   2.0   (   9, 102,  34)   cobble      /full   walk     1.48  +0.0  120.01
   274  THE GATEHOUSE      17  THE GATEHOUSE     landmark   -        101  104.0   3.0   (   6, 103,  35)   mossy       /full   hop      3.10  +1.0  120.44
   275  THE GATEHOUSE      17  THE GATEHOUSE     landmark   -        101  105.0   4.0   (   3, 104,  35)   mossy       /full   hop      2.88  +1.0  120.85
   276  THE GATEHOUSE      17  THE GATEHOUSE     landmark   -        101  105.0   4.0   (   0, 104,  35)   mossy       /full   hop      2.88  +0.0  121.26
   277  THE GATEHOUSE      17  THE GATEHOUSE     landmark   -        101  105.0   4.0   (  -1, 104,  37)   mossy       /full   hop      2.12  +0.0  121.55
   278  THE GATEHOUSE      17  THE GATEHOUSE     causeway   -        101  104.0   3.0   (  -4, 103,  37)   mossy       /full   hop      2.88  -1.0  121.96
   279  THE GATEHOUSE      17  THE GATEHOUSE     causeway   -        101  104.0   3.0   (  -7, 103,  37)   oak         /full   walk     2.32  +0.0  122.37
   280  THE GATEHOUSE      17  THE GATEHOUSE     causeway   -        101  105.0   4.0   ( -10, 104,  37)   oak         /full   hop      3.10  +1.0  122.81
   281  THE GATEHOUSE      17  THE GATEHOUSE     ditch      -        101  105.0   4.0   ( -13, 104,  34)   mossy       /full   hop      4.12  +0.0  123.39
   282  THE GATEHOUSE      17  THE GATEHOUSE     ditch      -        101  103.0   2.0   ( -16, 102,  30)   slime       /full   hop      4.88  -2.0  124.08
   283  THE GATEHOUSE      17  THE GATEHOUSE     ditch      -        101  104.0   3.0   ( -19, 103,  28)   mossy       /full   bounce   2.79  +1.0  124.84
   284  THE GATEHOUSE      17  THE GATEHOUSE     wallhead   -        101  105.0   4.0   ( -22, 104,  26)   mossy       /full   hop      3.10  +1.0  125.28
   285  THE GATEHOUSE      17  THE GATEHOUSE     wallhead   -        101  105.0   4.0   ( -25, 104,  24)   cobble      /full   hop      3.58  +0.0  125.78
   286  THE GATEHOUSE      17  THE GATEHOUSE     wallhead   -        101  105.0   4.0   ( -27, 104,  21)   mossy       /full   hop      3.49  +0.0  126.28
   287  THE GATEHOUSE      17  THE GATEHOUSE     court      -        101  105.0   4.0   ( -30, 104,  17)   podzol      /full   hop      4.26  +0.0  126.88
   288  THE GATEHOUSE      17  THE GATEHOUSE     court      -        101  105.0   4.0   ( -31, 104,  15)   oak         /full   walk     1.48  +0.0  127.14
   289  THE GATEHOUSE      17  THE GATEHOUSE     court      -        101  105.0   4.0   ( -32, 104,  11)   podzol      /full   hop      4.26  +0.0  127.74
   290  THE GATEHOUSE      17  THE GATEHOUSE     ascent     approa   101  105.0   4.0   ( -33, 104,   8)   mossy       /full   hop      3.04  +0.0  128.17
   291  THE GATEHOUSE      17  THE GATEHOUSE     ascent     approa   101  105.0   4.0   ( -34, 104,   5)   mossy       /full   hop      3.04  +0.0  128.59
   292  WINDMILL REACH     18  THE GATEHOUSE     ascent     crossi   105  105.0   0.0   ( -34, 104,   0)   hay         /floor  hop      4.26  +0.0  129.19
   293  WINDMILL REACH     18  WINDMILL REACH    sill       -        105  106.0   1.0   ( -34, 105,  -3)   lantern     /full   hop      3.10  +1.0  129.63
   294  WINDMILL REACH     18  WINDMILL REACH    race       -        105  110.0   5.0   ( -33, 109,  -6)   oak         /full   climb    2.45  +4.0  131.75
   295  WINDMILL REACH     18  WINDMILL REACH    race       -        105  110.0   5.0   ( -33, 109,  -9)   hay         /full   walk     2.32  +0.0  132.17
   296  WINDMILL REACH     18  WINDMILL REACH    pit        -        105  108.0   3.0   ( -31, 107, -14)   darkoak     /full   hop      5.55  -2.0  132.95
   297  WINDMILL REACH     18  WINDMILL REACH    pit        -        105  108.0   3.0   ( -30, 107, -17)   stone       /full   hop      3.04  +0.0  133.38
   298  WINDMILL REACH     18  WINDMILL REACH    rick       -        105  109.0   4.0   ( -28, 108, -20)   hay         /full   hop      3.10  +1.0  133.81
   299  WINDMILL REACH     18  WINDMILL REACH    rick       -        105  109.5   4.5   ( -26, 108, -22)   oak         /fence  hop      2.81  +0.5  134.21
   300  WINDMILL REACH     18  WINDMILL REACH    rick       -        105  110.0   5.0   ( -24, 109, -24)   hay         /full   hop      2.76  +0.5  134.60
   301  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   ( -21, 109, -27)   hay         /full   hop      4.12  +0.0  135.18
   302  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   ( -19, 109, -28)   oak         /full   walk     1.48  +0.0  135.44
   303  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.5   5.5   ( -16, 109, -29)   darkoak     /fence  hop      3.42  +0.5  135.92
   304  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   ( -13, 109, -31)   hay         /full   hop      3.55  -0.5  136.42
   305  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   (  -9, 109, -32)   hay         /full   hop      4.00  +0.0  136.98
   306  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   (  -7, 109, -33)   oak         /full   walk     1.48  +0.0  137.25
   307  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.5   5.5   (  -4, 109, -33)   darkoak     /fence  hop      3.23  +0.5  137.70
   308  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   (  -1, 109, -34)   hay         /full   hop      3.11  -0.5  138.14
   309  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   (   3, 109, -34)   hay         /full   hop      3.88  +0.0  138.69
   310  WINDMILL REACH     18  WINDMILL REACH    yard       -        105  110.0   5.0   (   7, 109, -33)   hay         /full   hop      4.00  +0.0  139.25
   311  WINDMILL REACH     18  WINDMILL REACH    ascent     design   105  111.0   6.0   (  10, 110, -33)   hay         /full   hop      2.88  +1.0  139.66
   312  WINDMILL REACH     18  WINDMILL REACH    ascent     design   105  112.0   7.0   (  12, 111, -31)   log         /full   hop      2.71  +1.0  140.04
   313  WINDMILL REACH     18  WINDMILL REACH    ascent     crossi   105  112.0   7.0   (  15, 111, -31)   terracotta  /full   hop      2.32  +0.0  140.36
   314  MARKET STREET      19  WINDMILL REACH    ascent     crossi   111  111.0   0.0   (  19, 110, -30)   terracotta  /floor  hop      4.33  -1.0  140.97
   315  MARKET STREET      19  MARKET STREET     gate       -        111  112.0   1.0   (  22, 111, -29)   lantern     /full   hop      3.04  +1.0  141.40
   316  MARKET STREET      19  MARKET STREET     gate       -        111  113.0   2.0   (  25, 112, -27)   plaster     /full   hop      3.10  +1.0  141.84
   317  MARKET STREET      19  MARKET STREET     stalls     -        111  113.5   2.5   (  27, 112, -25)   oak         /fence  hop      2.81  +0.5  142.23
   318  MARKET STREET      19  MARKET STREET     stalls     -        111  114.0   3.0   (  29, 113, -23)   plaster     /full   hop      2.76  +0.5  142.62
   319  MARKET STREET      19  MARKET STREET     stalls     -        111  115.0   4.0   (  31, 114, -21)   roof        /full   hop      2.71  +1.0  143.00
   320  MARKET STREET      19  MARKET STREET     stalls     -        111  116.0   5.0   (  33, 115, -18)   roof        /full   hop      3.10  +1.0  143.44
   321  MARKET STREET      19  MARKET STREET     stalls     -        111  116.0   5.0   (  34, 115, -16)   roof        /full   hop      2.21  +0.0  143.75
   322  MARKET STREET      19  MARKET STREET     stuck      -        111  116.0   5.0   (  35, 115, -13)   roof        /full   hop      2.45  +0.0  144.10
   323  MARKET STREET      19  MARKET STREET     stuck      -        111  116.0   5.0   (  36, 115, -10)   roof        /full   hop      2.45  +0.0  144.44
   324  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  37, 115,  -6)   roof        /full   hop      4.26  +0.0  145.04
   325  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  38, 115,  -2)   lantern     /full   hop      4.00  +0.0  145.61
   326  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  38, 115,   2)   oak         /full   hop      3.88  +0.0  146.15
   327  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  38, 115,   5)   plaster     /full   hop      2.88  +0.0  146.56
   328  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  37, 115,   9)   roof        /full   hop      4.00  +0.0  147.12
   329  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  35, 115,  12)   lantern     /full   hop      3.49  +0.0  147.61
   330  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  34, 115,  16)   oak         /full   hop      4.00  +0.0  148.18
   331  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  32, 115,  19)   plaster     /full   hop      3.49  +0.0  148.67
   332  MARKET STREET      19  MARKET STREET     ridge      -        111  116.0   5.0   (  29, 115,  22)   roof        /full   hop      4.12  +0.0  149.25
   333  MARKET STREET      19  MARKET STREET     ascent     design   111  116.0   5.0   (  26, 115,  24)   plaster     /full   hop      3.49  +0.0  149.74
   334  MARKET STREET      19  MARKET STREET     ascent     stair    111  117.0   6.0   (  24, 116,  26)   roof        /full   hop      2.71  +1.0  150.12
   335  MARKET STREET      19  MARKET STREET     ascent     stair    111  118.0   7.0   (  22, 117,  28)   brick       /full   hop      2.71  +1.0  150.50
   336  MARKET STREET      19  MARKET STREET     ascent     stair    111  119.0   8.0   (  20, 118,  29)   brick       /full   hop      2.12  +1.0  150.80
   337  THE TIMBERWORKS    20  MARKET STREET     ascent     crossi   118  118.0   0.0   (  17, 117,  31)   oak         /floor  hop      3.49  -1.0  151.29
   338  THE TIMBERWORKS    20  THE TIMBERWORKS   sawbench   -        118  119.0   1.0   (  14, 118,  33)   lantern     /full   hop      3.10  +1.0  151.73
   339  THE TIMBERWORKS    20  THE TIMBERWORKS   sawbench   -        118  120.0   2.0   (  11, 119,  34)   darkoak     /full   hop      3.07  +1.0  152.16
   340  THE TIMBERWORKS    20  THE TIMBERWORKS   sawbench   -        118  121.0   3.0   (   8, 120,  35)   log         /full   hop      3.04  +1.0  152.59
   341  THE TIMBERWORKS    20  THE TIMBERWORKS   sawbench   -        118  122.0   4.0   (   5, 121,  35)   oak         /full   hop      2.88  +1.0  152.99
   342  THE TIMBERWORKS    20  THE TIMBERWORKS   pond       -        118  120.0   2.0   (   1, 119,  35)   spruce      /full   hop      3.88  -2.0  153.54
   343  THE TIMBERWORKS    20  THE TIMBERWORKS   pond       -        118  120.0   2.0   (  -2, 119,  35)   oak         /full   hop      2.88  +0.0  153.95
   344  THE TIMBERWORKS    20  THE TIMBERWORKS   pond       -        118  121.0   3.0   (  -5, 120,  35)   log         /full   hop      2.88  +1.0  154.35
   345  THE TIMBERWORKS    20  THE TIMBERWORKS   landmark   -        118  121.0   3.0   (  -7, 120,  34)   spruce      /full   hop      2.12  +0.0  154.65
   346  THE TIMBERWORKS    20  THE TIMBERWORKS   landmark   -        118  121.0   3.0   ( -10, 120,  34)   spruce      /full   hop      2.88  +0.0  155.05
   347  THE TIMBERWORKS    20  THE TIMBERWORKS   landmark   -        118  121.0   3.0   ( -14, 120,  33)   spruce      /full   hop      4.00  +0.0  155.62
   348  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -17, 120,  31)   log         /full   hop      3.49  +0.0  156.11
   349  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  120.5   2.5   ( -19, 120,  30)   oak         /slab   walk     1.48  -0.5  156.39
   350  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -21, 120,  28)   spruce      /full   hop      3.07  +0.5  156.82
   351  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -25, 120,  25)   log         /full   hop      4.26  +0.0  157.42
   352  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  120.5   2.5   ( -27, 120,  23)   oak         /slab   walk     1.87  -0.5  157.76
   353  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -29, 120,  20)   spruce      /full   hop      3.78  +0.5  158.30
   354  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -30, 120,  16)   log         /full   hop      4.00  +0.0  158.86
   355  THE TIMBERWORKS    20  THE TIMBERWORKS   stacks     -        118  121.0   3.0   ( -31, 120,  12)   log         /full   hop      4.00  +0.0  159.42
   356  THE TIMBERWORKS    20  THE TIMBERWORKS   ascent     design   118  121.0   3.0   ( -32, 120,   9)   spruce      /full   hop      3.04  +0.0  159.85
   357  THE TIMBERWORKS    20  THE TIMBERWORKS   ascent     design   118  124.0   6.0   ( -31, 123,   6)   ladder      /full   climb    2.45  +3.0  161.55
   358  THE TIMBERWORKS    20  THE TIMBERWORKS   ascent     approa   118  124.0   6.0   ( -33, 123,   3)   spruce      /full   hop      3.72  +0.0  162.07
   359  SUNKEN TEMPLE      21  THE TIMBERWORKS   ascent     crossi   123  123.0   0.0   ( -35, 122,  -1)   sandstone   /floor  hop      4.35  -1.0  162.69
   360  SUNKEN TEMPLE      21  SUNKEN TEMPLE     doorstep   -        123  124.0   1.0   ( -35, 123,  -4)   glowstone   /full   hop      2.88  +1.0  163.09
   361  SUNKEN TEMPLE      21  SUNKEN TEMPLE     doorstep   -        123  125.0   2.0   ( -35, 124,  -7)   chiselled   /full   hop      2.88  +1.0  163.50
   362  SUNKEN TEMPLE      21  SUNKEN TEMPLE     steps      -        123  125.0   2.0   ( -34, 124, -10)   chiselled   /full   hop      3.04  +0.0  163.93
   363  SUNKEN TEMPLE      21  SUNKEN TEMPLE     steps      -        123  126.0   3.0   ( -33, 125, -13)   sandstone   /full   hop      3.04  +1.0  164.36
   364  SUNKEN TEMPLE      21  SUNKEN TEMPLE     steps      -        123  127.0   4.0   ( -32, 126, -16)   gold        /full   hop      3.04  +1.0  164.78
   365  SUNKEN TEMPLE      21  SUNKEN TEMPLE     landmark   -        123  127.0   4.0   ( -31, 126, -19)   chiselled   /full   hop      3.04  +0.0  165.21
   366  SUNKEN TEMPLE      21  SUNKEN TEMPLE     landmark   -        123  127.0   4.0   ( -30, 126, -21)   chiselled   /full   hop      2.12  +0.0  165.51
   367  SUNKEN TEMPLE      21  SUNKEN TEMPLE     landmark   -        123  127.0   4.0   ( -28, 126, -23)   chiselled   /full   hop      2.71  +0.0  165.89
   368  SUNKEN TEMPLE      21  SUNKEN TEMPLE     landmark   -        123  126.0   3.0   ( -24, 125, -27)   gold        /full   hop      4.98  -1.0  166.59
   369  SUNKEN TEMPLE      21  SUNKEN TEMPLE     landmark   -        123  126.0   3.0   ( -21, 125, -30)   chiselled   /full   hop      4.26  +0.0  167.19
   370  SUNKEN TEMPLE      21  SUNKEN TEMPLE     nave       -        123  125.0   2.0   ( -17, 124, -31)   prismarine  /full   hop      4.00  -1.0  167.76
   371  SUNKEN TEMPLE      21  SUNKEN TEMPLE     nave       -        123  126.0   3.0   ( -14, 125, -33)   chiselled   /full   hop      3.10  +1.0  168.19
